,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bag__max_features,param_bag__max_samples,param_bag__n_estimators,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
43,1.0331548690795898,0.08614880228837077,0.034401321411132814,0.0023317437552018956,0.75,0.75,100,2,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.7197969543147208,0.7208121827411168,0.7439024390243902,0.7367886178861789,0.7652439024390244,0.7373088192810862,0.016750640188264714,69
17,1.1086645126342773,0.10733866515533556,0.044606924057006836,0.015651356411770897,0.5,0.75,100,3,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7380710659898477,0.7360406091370558,0.7378048780487805,0.7245934959349594,0.7489837398373984,0.7370987577896083,0.007748522955469587,70
1,0.11004934310913086,0.006636828287224478,0.004600954055786133,0.0004912116501704761,0.5,0.5,10,2,"{'bag__max_features': 0.5, 'bag__max_samples': 0.5, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7309644670050761,0.7380710659898477,0.7276422764227642,0.7317073170731707,0.7520325203252033,0.7360835293632124,0.008659461867650996,71
26,1.219031000137329,0.0997416568429301,0.04332723617553711,0.009367909555182954,0.5,1.0,100,3,"{'bag__max_features': 0.5, 'bag__max_samples': 1.0, 'bag__n_estimators': 100, 'pca__n_components': 3}",0.7522842639593909,0.7340101522842639,0.7367886178861789,0.7276422764227642,0.7266260162601627,0.735470265362552,0.009231237028903487,72
46,0.13473100662231446,0.007737587974872046,0.005001592636108399,0.0006281315162456117,0.75,1.0,10,2,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7289340101522843,0.7543147208121828,0.7439024390243902,0.7052845528455285,0.7439024390243902,0.7352676323717553,0.01703532317397742,73
13,0.5351391792297363,0.07425162823602212,0.02431015968322754,0.011962515170096964,0.5,0.75,50,2,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 50, 'pca__n_components': 2}",0.7380710659898477,0.7309644670050761,0.7215447154471545,0.7398373983739838,0.741869918699187,0.7344575131030497,0.007428141100711645,74
11,0.12413420677185058,0.024729561746593562,0.005104541778564453,0.00020673720288246012,0.5,0.75,10,3,"{'bag__max_features': 0.5, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 3}",0.7319796954314721,0.7208121827411168,0.7083333333333334,0.7479674796747967,0.741869918699187,0.7301925219759812,0.014292092895456765,75
37,0.10892815589904785,0.009482734411701697,0.009398937225341797,0.006375956670450378,0.75,0.75,10,2,"{'bag__max_features': 0.75, 'bag__max_samples': 0.75, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7309644670050761,0.7390862944162436,0.7184959349593496,0.7012195121951219,0.7459349593495935,0.727140233585077,0.01585674962470166,76
19,0.13122663497924805,0.014958498496175962,0.004902839660644531,0.00019851424433963173,0.5,1.0,10,2,"{'bag__max_features': 0.5, 'bag__max_samples': 1.0, 'bag__n_estimators': 10, 'pca__n_components': 2}",0.7228426395939086,0.7045685279187818,0.741869918699187,0.6869918699186992,0.7672764227642277,0.7247098757789608,0.02806487636154192,77
52,1.255180263519287,0.07015698382338037,0.03951373100280762,0.008564310021078481,0.75,1.0,100,2,"{'bag__max_features': 0.75, 'bag__max_samples': 1.0, 'bag__n_estimators': 100, 'pca__n_components': 2}",0.6974619289340102,0.7208121827411168,0.725609756097561,0.7083333333333334,0.7540650406504065,0.7212564483512856,0.01912453107912669,78
